instrument_id,name,acronym,owner,owner_normalised,owner_category,year_established,year_established_detail,year_source_url,status,geographic_scope,instrument_type,bindingness,adoption_driver,trust_stack_layer,interoperability_posture,problem_domain,harm_family,harm_family_confidence,sector_family,sector_family_confidence,sector_detail,cluster,object_attributes,public_harm_addressed,wito_relevance,references_builds_on,adoption_penetration,adoption_figure_found,effectiveness_verified,effectiveness_evidence_found,compliance_cost,compliance_cost_found,source_url,source_note
532,verifiable LEI,vLEI,Global Legal Entity Identifier Foundation (GLEIF),Global Legal Entity Identifier Foundation,hybrid,2021,2021,,in force,global-multilateral,NGO-multistakeholder-scheme,voluntary,market-driven,data-credential-model,mutual-recognition,Identity and personal security,"Fraud, forgery & impersonation",high,Digital identity & civil registration,high,trade / finance,Trade & Customs,identity,organizational identity fraud / impersonation,peer framework,ISO 17442 LEI; KERI; ACDC; Trust over IP metamodel,"The underlying Global LEI System reached 2.93 million active LEIs by Q4 2025 (13.5% annual growth, 355,000+ new LEIs issued in 2025 alone). For the vLEI specifically, GLEIF reports 23 Validation Agents operating globally (Africa, Australasia, China, Europe, India, Middle East, North America) by end of 2025 to support Qualified vLEI Issuers; GLEIF does not yet publish a total vLEI-credentials-issued figure. [https://www.gleif.org/en/newsroom/blog/the-lei-in-numbers-global-transparency-and-digitalization-push-drives-lei-adoption-in-2025]",1,No published evaluation identified (checked),0,No published compliance-cost figure identified,0,https://www.gleif.org/en/vlei/introducing-the-verifiable-lei-vlei,"GLEIF page confirmed vLEI is GLEIF's cryptographically verifiable digital credential ecosystem for the LEI, built on the Trust-over-IP governance metamodel and KERI, with Legal Entity/OOR/ECR credential types and Qualified vLEI Issuers; 2021 introduction documented elsewhere, not shown on page."
533,IPPC ePhyto Solution,ePhyto,IPPC Secretariat (FAO),IPPC Secretariat,public,2018,2018,,in force,global-multilateral,govt-referenced-standard,voluntary,hybrid,traceability-exchange-protocol,mutual-recognition,Identity and personal security,"Fraud, forgery & impersonation",high,"Trade, customs & logistics",high,trade / customs,Trade & Customs,"safety, origin-provenance, compliance-conformity",spread of plant pests / fraudulent phytosanitary certificates,peer framework,IPPC ISPM No. 12; UN/CEFACT standards,"Per the UN's Cross-Border Paperless Trade Database, 65 countries are ""Live,"" 29 in ""Testing"" and 15 ""Registered"" on the IPPC ePhyto Solution — over 80 participating countries in total, spanning all continents; the initiative's implementation period began in 2006. [https://www.digitalizetrade.org/services/ippc-ephyto-solution]",1,"Reduced-harm (case-study evidence, not independently quantified): documented benefits include time savings in border processing, elimination of courier costs, faster replacement-certificate delivery, and reduced fraudulent certificates/improved transmission security, per case studies cited in the database (specific percentage/time metrics not published in the sourced material). [https://www.digitalizetrade.org/services/ippc-ephyto-solution]",1,No published compliance-cost figure identified,0,https://www.ippc.int/en/ephyto/,"IPPC page confirmed ePhyto (XML electronic phytosanitary certificate) under IPPC/FAO, comprising a central Hub, a Generic National System (GeNS) and harmonization standards for NPPO-to-NPPO exchange; hub pilot report dated 2018, feasibility study 2015."
534,ICC Digital Standards Initiative,DSI,International Chamber of Commerce,International Chamber of Commerce,NGO-multistakeholder,2020,2020,,in force,global-multilateral,NGO-multistakeholder-scheme,voluntary,market-driven,traceability-exchange-protocol,mutual-recognition,System interoperability,Interoperability & fragmentation failure,high,"Trade, customs & logistics",high,trade / customs,Trade & Customs,"chain-of-custody, authenticity-anti-counterfeit, compliance-conformity",trade-document fraud / fragmentation of digital trade,peer framework,UNCITRAL MLETR; UN/CEFACT; WCO Data Model,"Adoption is at pledge/commitment stage rather than realized scale: some of the world's largest bulk shippers plus 9 of the top 10 ocean carriers have committed to switching bills of lading to electronic form (via BIMCO's ""25 by 25 Pledge"" and DCSA's ""100% eBL by 2030""), and 26 of FIATA's association members have adopted the electronic FIATA bill of lading (eFBL); DSI also runs MLETR capacity-building engagements across China, Georgia, Cambodia, ASEAN and Commonwealth countries in Africa, Asia, the Caribbean/Americas, Europe and the Pacific, alongside a July 2024 Joint UNECE-ICC ""Call to Action for Digital Trade."" [https://dsi.iccwbo.org/our-work]",1,No published evaluation identified (checked),0,No published compliance-cost figure identified,0,https://www.dsi.iccwbo.org/,"ICC DSI page confirmed ICC runs it toward a harmonized digital trade environment, Singapore-based, governance board incl. WTO, WCO, ADB and Enterprise Singapore, delivering Key Trade Documents & Data Elements (KTDDE), eBL and MLETR advocacy; 2020 launch documented elsewhere, not shown on page."
535,WCO Authorized Economic Operator Mutual Recognition Arrangements,AEO MRA,World Customs Organization,World Customs Organization,public,2005,2005,,in force,global-multilateral,accreditation-or-mutual-recognition-arrangement,voluntary,hybrid,governance-mutual-recognition,mutual-recognition,System interoperability,Interoperability & fragmentation failure,high,"Trade, customs & logistics",high,trade / customs,Trade & Customs,"compliance-conformity, safety, chain-of-custody",insecure supply chains / redundant customs controls,peer framework,WCO SAFE Framework of Standards,As of 2026: 92 operational AEO programmes (7 more under development) among WCO Members; 126 bilateral and 6 plurilateral Mutual Recognition Arrangements in force. [https://aeo.wcoomd.org/],1,No published evaluation identified (checked),0,No published compliance-cost figure identified,0,https://www.wcoomd.org/en/topics/facilitation/instrument-and-tools/frameworks-of-standards/safe_package.aspx,"WCO SAFE page confirmed the AEO programme as the Customs-to-Business pillar and basis for Customs-to-Customs mutual-recognition arrangements certifying trusted, supply-chain-secure traders; dedicated AEO page was unavailable (404), so cited the SAFE package source."
536,The Update Framework,TUF,"Cloud Native Computing Foundation (CNCF, Linux Foundation); originated at NYU",Cloud Native Computing Foundation ; originated at NYU,NGO-multistakeholder,2010,,https://theupdateframework.io/docs/project/timeline/,in force,global-multilateral,voluntary-consensus-standard,voluntary,market-driven,traceability-exchange-protocol,mutual-recognition,Digital systems and data,Cybersecurity compromise & data interception,high,Cybersecurity & software supply chain,high,software,Adjacent: Cybersecurity & Software,"authenticity-anti-counterfeit, chain-of-custody, origin-provenance",compromised software-update repositories or signing keys pushing malicious updates,adjacent context,basis for Docker Notary and PEP 458 (PyPI),"CNCF Graduated project (graduated 18 Dec 2019, joined Incubating 24 Oct 2017); production adopters listed by the project include PyPI, Docker/Notary, npm-related tooling, sigstore, Datadog, FoundriesIO, Fuchsia, Harbor, Bottlerocket and others. [https://www.cncf.io/projects/the-update-framework-tuf/]",1,No published evaluation identified (checked),0,No published compliance-cost figure identified,0,https://theupdateframework.io/,"Confirmed theupdateframework.io: CNCF graduated project; secures software update systems with resilience even against repository or signing-key compromise. [Batch year-fill: 2010 (first published (academic research paper design/publication)), high confidence. https://theupdateframework.io/docs/project/timeline/]"
537,ISO-compliant driving licence - Mobile driving licence (mDL) application,ISO/IEC 18013-5,ISO/IEC (JTC 1/SC 17),ISO / IEC,NGO-multistakeholder,2021,2021,,in force,global-multilateral,voluntary-consensus-standard,voluntary,hybrid,data-credential-model,mutual-recognition,Identity and personal security,"Fraud, forgery & impersonation",high,Digital identity & civil registration,high,digital identity / mobility,Adjacent: Identity & PKI,"identity, authenticity-anti-counterfeit",identity fraud and unverifiable digital credentials,adjacent context,ISO/IEC 18013 series; ISO/IEC 23220 series,"21 US states plus Puerto Rico had TSA-accepted ISO mdoc-based mDL programmes live as of mid-January 2026 (e.g., Arizona, California, Colorado, Georgia, Maryland, New York, Utah); enrollment remains low relative to licensed drivers (New York ~200,000+ enrollments by March 2025; Georgia 500,000+ users by July 2025; Alaska only ~650 downloads in its first month). [https://www.biometricupdate.com/202506/american-mdl-uptake-suggests-digital-id-mass-adoption-caught-in-the-slow-lane]",1,limited — reporting characterizes uptake as 'glacial' due to weak relying-party (merchant/government) acceptance despite growing state issuance. [https://www.biometricupdate.com/202506/american-mdl-uptake-suggests-digital-id-mass-adoption-caught-in-the-slow-lane],1,No published compliance-cost figure identified,0,https://www.iso.org/standard/69084.html,"Confirmed ISO/IEC 18013-5:2021 (pub. 30 Sep 2021): mDL interface for machine retrieval of mDL data, holder binding, origin authentication, and data-integrity verification."
538,Principles for Financial Market Infrastructures,PFMI,CPMI (Bank for International Settlements) and IOSCO,CPMI and IOSCO,public,2012,2012,,in force,global-multilateral,govt-referenced-standard,de-facto-required-for-market-access,mandate-driven,governance-mutual-recognition,mutual-recognition,Financial integrity,"Financial crime, AML & mispriced risk",high,Payments & cards,high,finance / clearing and settlement,Cross-sector Horizontal,"safety, compliance-conformity","systemic risk from failure of payment, clearing and settlement infrastructures",peer framework,"replaced 2001-2004 CPSS/IOSCO standards (Core Principles, RSSS, RCCP)","As of April 2020, 25 of 28 monitored jurisdictions had adopted measures implementing the PFMI's 24 Principles and 4 of 5 Responsibilities (CPMI-IOSCO Level 1 monitoring). [https://www.bis.org/press/p200408.htm]",1,"mixed — the follow-on Level 3 cyber-resilience assessment (2020-22, 29 jurisdictions / 37 FMIs) found high uptake of guidance but persistent gaps: many FMIs lacked cyber response/recovery plans meeting the two-hour recovery objective, inadequate post-change and scenario testing, and limited coordination with critical service providers. [https://www.bis.org/press/p200408.htm]",1,No published compliance-cost figure identified,0,https://www.bis.org/cpmi/publ/d101.htm,"Confirmed BIS d101: CPMI and IOSCO, April 2012; principles for systemically important payment systems, CSDs, SSSs, CCPs, and trade repositories."
539,Machine Readable Travel Documents,ICAO Doc 9303,"International Civil Aviation Organization (ICAO, UN)",International Civil Aviation Organization,public,1980,,https://www.icao.int/sites/default/files/publications/DocSeries/9303_p1_cons_en.pdf,in force,global-multilateral,govt-referenced-standard,de-facto-required-for-market-access,mandate-driven,data-credential-model,mutual-recognition,Product integrity,Counterfeiting & falsification,high,Digital identity & civil registration,high,border control / travel documents,Adjacent: Identity & PKI,"identity, authenticity-anti-counterfeit",passport fraud and unverifiable travel documents at borders,adjacent context,Part 12 PKI for MRTDs and the ICAO Public Key Directory; biometrics; visible digital seals,"110 States/entities participate in the ICAO Public Key Directory (PKD) for ePassport certificate verification (2026, most recent joiner Paraguay, 4 June 2026). [https://www.icao.int/icao-pkd/participants]",1,No published evaluation identified (checked),0,No published compliance-cost figure identified,0,https://www.icao.int/publications/pages/publication.aspx?docnum=9303,"Confirmed ICAO publications page: Doc 9303 is a 13-part specification for machine-readable passports/visas, LDS on contactless chips, biometrics, and PKI for MRTDs. Edition/year not stated on page. [Batch year-fill: 1980 (first published (first edition of Doc 9303)), high confidence. https://www.icao.int/sites/default/files/publications/DocSeries/9303_p1_cons_en.pdf]"
540,Convention on the Recognition and Enforcement of Foreign Arbitral Awards,New York Convention (1958),UNCITRAL / United Nations,UNCITRAL / United Nations,public,1958,1958,,in force,global-multilateral,treaty-instrument,mandatory,mandate-driven,governance-mutual-recognition,mutual-recognition,System interoperability,Interoperability & fragmentation failure,high,"Trade, customs & logistics",high,legal / cross-border commerce,Adjacent: Legal & Notarial,compliance-conformity,unenforceable cross-border commercial dispute outcomes and trade friction,adjacent context,complemented by UNCITRAL Model Law on International Commercial Arbitration,"172 contracting states as of the current UNCITRAL status list (most recent accession: Suriname, entry into force 8 Feb 2023). [https://uncitral.un.org/en/texts/arbitration/conventions/foreign_arbitral_awards/status2]",1,No published evaluation identified (checked),0,No published compliance-cost figure identified,0,https://uncitral.un.org/en/texts/arbitration/conventions/foreign_arbitral_awards,"Confirmed UNCITRAL: adopted 1958, in force 7 June 1959; requires courts to recognize/enforce foreign arbitral awards and to uphold arbitration agreements."
541,Biometric presentation attack detection - Testing and reporting,ISO/IEC 30107-3,ISO/IEC (JTC 1/SC 37),ISO / IEC,NGO-multistakeholder,2023,2023,,in force,global-multilateral,voluntary-consensus-standard,voluntary,market-driven,conformity-assessment-certification,mutual-recognition,Digital systems and data,Cybersecurity compromise & data interception,high,Digital identity & civil registration,high,biometrics / identity,Adjacent: Identity & PKI,"authenticity-anti-counterfeit, safety",biometric spoofing (presentation attacks) defeating authentication,adjacent context,ISO/IEC 30107-1 and 30107-2,"Adopted as the required PAD testing methodology in the FIDO Alliance Biometric Certification programme (referencing ISO/IEC 30107-3:2023), used by FIDO-accredited independent labs worldwide to certify Level 1/Level 2 spoof-resistance (e.g., IAPAR) of biometric solutions. [https://fidoalliance.org/certification-biometric-component-fido-biometric-certification-faq/]",1,No published evaluation identified (checked),0,No published compliance-cost figure identified,0,https://www.iso.org/standard/79520.html,"Confirmed ISO/IEC 30107-3:2023 (Ed. 2, pub. 10 Jan 2023), developed by ISO/IEC JTC 1/SC 37: principles/methods for performance assessment and reporting of biometric PAD."
542,X-Road,,Nordic Institute for Interoperability Solutions (NIIS),Nordic Institute for Interoperability Solutions,hybrid,2001,,https://x-road.global/xroad-history,in force,national,govt-referenced-standard,voluntary,hybrid,traceability-exchange-protocol,mutual-recognition,System interoperability,Interoperability & fragmentation failure,high,Cross-sector conformity assessment & accreditation,high,e-government / interoperability,Cross-sector Horizontal,"identity, authenticity-anti-counterfeit, chain-of-custody",insecure or unverifiable inter-agency data exchange and siloed government data,component standard,"PKI, TLS, digital signatures, timestamping; supports the Once-Only Principle","As of 2024-2025: ~52,000 organisations as indirect users in Estonia, over 3,000 e-services available, 2.2 billion transactions per year; deployed in over 20 countries (incl. Finland, Iceland, Japan; Estonia-Finland federation since Feb 2018). [https://e-estonia.com/solutions/interoperability-services/x-road/]",1,"reduced-harm/positive efficiency outcome — X-Road is reported to have saved 1,345 working years in Estonia in a single calendar year through reduced manual data exchange. [https://e-estonia.com/solutions/interoperability-services/x-road/]",1,No published compliance-cost figure identified,0,https://x-road.global/,"Confirmed x-road.global: open-source secure data-exchange layer maintained by NIIS (Tallinn); a verified digital public good; deployed in Estonia, Finland, Iceland, Brazil, Cambodia, Colombia and others. [Batch year-fill: 2001 (first launched/established), high confidence. https://x-road.global/xroad-history]"
543,EMV Specifications,EMV / EMVCo,"EMVCo (American Express, Discover, JCB, Mastercard, UnionPay, Visa)",EMVCo,private,1996,,https://www.emvco.com/wp-content/uploads/2025/01/EMVCo-2024-Annual-Report-FINAL-FOR-REFERENCE-TAGGED.pdf,in force,global-multilateral,private-industry-scheme,de-facto-required-for-market-access,market-driven,conformity-assessment-certification,mutual-recognition,Product integrity,Counterfeiting & falsification,high,Payments & cards,high,finance / payments,Adjacent: Payments,"authenticity-anti-counterfeit, safety, identity",payment card fraud and counterfeiting,adjacent context,"ISO/IEC 7816 (contact), ISO/IEC 14443 (contactless)",12.8 billion EMV chip cards in global circulation by end of 2022 (7% YoY increase); 93% of global card-present transactions used EMV chip technology (end-2022 figures); EMVCo's later reporting (Q4 2025) states 97% of card-based transactions are EMV chip. [https://www.emvco.com/news/emvco-reports-nearly-13-billion-emv-chip-cards-in-global-circulation/],1,No published evaluation identified (checked),0,No published compliance-cost figure identified,0,https://www.emvco.com/about-us/,"Confirmed emvco.com/about-us: technical body owned by six payment networks; publishes royalty-free EMV chip/contactless/mobile/QR/tokenization/3-D Secure specs and administers approval/testing and marks. [Batch year-fill: 1996 (first published), high confidence. https://www.emvco.com/wp-content/uploads/2025/01/EMVCo-2024-Annual-Report-FINAL-FOR-REFERENCE-TAGGED.pdf]"
544,Unified State Automated Information System (EGAIS),EGAIS,"Federal Service for Alcohol Market Regulation (FSRAR / Rosalkogolregulirovanie), Russian Federation",Federal Service for Alcohol Market Regulation,public,1995,1995,,in force,national,binding-regulation,mandatory,mandate-driven,traceability-exchange-protocol,standalone-silo,Product integrity,Illicit trade & tax/excise evasion,high,Tobacco & excise goods,high,alcohol/beverages excise,Excise & Environmental,"chain-of-custody,compliance-conformity,authenticity-anti-counterfeit",alcohol tax evasion and illicit/counterfeit alcohol,mandate-owner to recognize,Federal Law No. 171-FZ (1995),Introduced in Russia in 2006 as a bottle-level production-to-retail alcohol tracking system. [https://www.who.int/europe/news/item/15-04-2021-reducing-harm-due-to-alcohol-success-stories-from-3-countries],1,"reduced-harm — WHO Europe attributes a 43% decrease in per-capita alcohol consumption in Russia over 15 years to the policy package (excise tax increases, minimum pricing, and EGAIS traceability), with EGAIS credited for reducing the small-scale producer base that had fed the counterfeit alcohol market. [https://www.who.int/europe/news/item/15-04-2021-reducing-harm-due-to-alcohol-success-stories-from-3-countries]",1,No published compliance-cost figure identified,0,https://www.wipo.int/wipolex/en/legislation/details/19278,WIPO Lex primary text of Federal Law 171-FZ confirms it mandates a unified state automated information system (EGAIS) for production/circulation of ethyl alcohol and alcohol products; operated by FSRAR.
545,FBR Track and Trace System,FBR T&T,"Federal Board of Revenue (FBR), Pakistan",Federal Board of Revenue,public,2021,2021,,phased-in,national,binding-regulation,mandatory,mandate-driven,traceability-exchange-protocol,standalone-silo,Product integrity,Illicit trade & tax/excise evasion,high,Tobacco & excise goods,high,"excise goods (tobacco, sugar, fertilizer, cement, beverages)","Food, Agriculture & Seafood","authenticity-anti-counterfeit,compliance-conformity,chain-of-custody","excise/tax evasion, smuggling, counterfeiting",mandate-owner to recognize,(no explicit dependency identified),"Rolled out from 1 July 2021; as of June 2023 installed across the sugar and fertilizer sectors and in the majority of tobacco manufacturing units (covering firms representing over 90% of tobacco tax revenue), per World Bank implementation status reporting; cement sector added August 2023. [https://documents1.worldbank.org/curated/en/099090523113017547/pdf/P16598201911df055096c50dfd817d58e9a.pdf]",1,"mixed — cigarette-sector Federal Excise Duty rose from Rs142bn to Rs237bn (a 70% increase) in FY2023-24 and sales tax collection rose over 54% to Rs60.6bn following system rollout, but illicit/untaxed cigarettes still comprised an estimated 56% of the ~81 billion sticks consumed annually per industry data cited in FBR's own reporting. [https://documents1.worldbank.org/curated/en/099090523113017547/pdf/P16598201911df055096c50dfd817d58e9a.pdf]",1,No published compliance-cost figure identified,0,https://www.fbr.gov.pk/introduction-track-and-trace/152962/152963,"FBR official page confirms a nationwide electronic tax-stamp/barcode track-and-trace system rolled out from 1 July 2021 (sugar, tobacco, fertilizer, cement, etc.), operated by FBR."
546,Towards Sustainable Mining (TSM),TSM,Mining Association of Canada (MAC),Mining Association of Canada,private,2004,2004,,in force,sectoral,private-industry-scheme,voluntary,market-driven,conformity-assessment-certification,mutual-recognition,Product integrity,Other / social & labor harm,high,"Minerals, metals & responsible sourcing",high,mining/metals,Responsible Sourcing,"sustainability-carbon,safety,compliance-conformity","environmental damage, tailings failures, community harm",sectoral scheme/standard,(no explicit dependency identified),"Since 2015, TSM has spread from Canada to 10 countries across 6 continents (Canada, Australia, Finland, Argentina, Botswana, Philippines, Spain, Brazil, Norway, Colombia), per the Mining Association of Canada. [https://mining.ca/our-focus/international-csr/global-uptake-of-tsm/]",1,No published evaluation identified (checked),0,No published compliance-cost figure identified,0,https://mining.ca/towards-sustainable-mining/,"MAC official site confirms TSM is MAC's sustainability program (Community of Interest panel since 2004), mandatory for MAC members' Canadian operations and adopted by mining associations internationally."
547,Indonesian Sustainable Palm Oil (ISPO),ISPO,Government of Indonesia (ISPO Committee; Ministry of Agriculture),Government of Indonesia,public,2020,2020,,in force,national,binding-regulation,mandatory,mandate-driven,conformity-assessment-certification,standalone-silo,Product integrity,Greenwashing & ESG/climate misrepresentation,high,"Food, agriculture & beverages",high,palm oil/agriculture,"Food, Agriculture & Seafood","sustainability-carbon,compliance-conformity,chain-of-custody","deforestation, GHG emissions, unsustainable land use",mandate-owner to recognize,"Presidential Regulation No. 44/2020 (ISPO first introduced by MoA regulation, 2011)","By March 2021, ISPO certificates covered a cumulative 5.78 million hectares of palm oil plantations — about 45% of Indonesia's 12.6 million ha of total productive palm oil plantation land (source: Palm Oil Plantation Fund Management Agency/BPDP-KS data); certification skewed heavily toward large private plantations (5.45m ha) versus smallholders (only 12,700 ha). [https://databoks.katadata.co.id/en/agroindustry/statistics/d633eedd3dfe9e0/only-a-small-portion-of-indonesian-palm-oil-land-is-ispo-certified-details-here]",1,No published evaluation identified (checked),0,No published compliance-cost figure identified,0,https://setkab.go.id/en/president-jokowi-signs-presidential-regulation-on-ispo-certification-system/,"Indonesian Cabinet Secretariat confirms Presidential Regulation 44/2020 (signed 13 Mar 2020) makes ISPO certification mandatory for plantation companies (5-yr transition for smallholders), overseen by the ISPO Committee."
548,Malaysian Sustainable Palm Oil (MSPO),MSPO,Malaysian Palm Oil Certification Council (MPOCC); MS 2530 standard by Department of Standards Malaysia,Malaysian Palm Oil Certification Council ; MS 2530 standard by Department of Standards Malaysia,hybrid,2020,2020,,in force,national,govt-referenced-standard,mandatory,mandate-driven,conformity-assessment-certification,standalone-silo,Product integrity,Other / social & labor harm,high,"Food, agriculture & beverages",high,palm oil/agriculture,"Food, Agriculture & Seafood","sustainability-carbon,compliance-conformity,chain-of-custody","deforestation, GHG emissions, environmental/labour harm",sectoral scheme/standard,MS 2530:2022 (Department of Standards Malaysia),"As of 28 February 2021, 86.39% of Malaysia's total licensed oil palm planted area (5.07 million of 5.87 million hectares) was MSPO-certified, per the Malaysian Palm Oil Board (MPOB). [https://theedgemalaysia.com/article/864-malaysias-total-licensed-oil-palm-planted-area-mspocertified-says-mpob]",1,mixed — a peer-reviewed study found MSPO certification requirements inadvertently affected production efficiency for certified growers in Malaysia. [https://theedgemalaysia.com/article/864-malaysias-total-licensed-oil-palm-planted-area-mspocertified-says-mpob],1,No published compliance-cost figure identified,0,https://mspo.org.my/standards/,"MSPO official site (based on MS 2530:2022, administered by MPOCC) and Malaysian ministry (kpk.gov.my) confirm mandatory certification for oil-palm estates >=40 ha effective 2020, enforced via MPOB licensing."
549,FGIS Vetis / Mercury (Merkury) Electronic Veterinary Certification,Vetis (Mercury),"Rosselkhoznadzor (Federal Service for Veterinary and Phytosanitary Surveillance), Russian Federation",Rosselkhoznadzor,public,2018,2018 (mandatory eVSD; system launched earlier),,in force,national,binding-regulation,mandatory,mandate-driven,traceability-exchange-protocol,standalone-silo,Product integrity,Unsafe or non-compliant products,high,"Food, agriculture & beverages",high,veterinary / animal-origin food,Manufactured & Consumer Products,"origin-provenance,chain-of-custody,safety,authenticity-anti-counterfeit",unsafe or counterfeit animal-origin food; disease spread,mandate-owner to recognize,Russian Federation Law on Veterinary Medicine,No published figure identified (checked),0,No published evaluation identified (checked),0,No published compliance-cost figure identified,0,https://apps.fas.usda.gov/newgainapi/api/Report/DownloadReportByFileName?fileName=Russian+Veterinary+Situation+Update_Moscow_Russian+Federation_07-07-2020.pdf,"USDA FAS GAIN report and industry press confirm Mercury is Rosselkhoznadzor's state electronic veterinary certification system ensuring animal-product traceability; mandatory eVSD phased in (planned 2017, in force by 2018)."
550,Nota Fiscal Eletronica & Sistema Publico de Escrituracao Digital,NF-e / SPED,Receita Federal do Brasil with State Finance Departments (ENCAT/ENAT),Receita Federal do Brasil with State Finance Departments,public,2005,2005 (ENAT Protocol 03/2005; NF-e first issued 2006),,in force,national,binding-regulation,mandatory,mandate-driven,traceability-exchange-protocol,standalone-silo,Product integrity,Illicit trade & tax/excise evasion,high,"Trade, customs & logistics",high,taxation / commerce / logistics,Excise & Environmental,"authenticity-anti-counterfeit,chain-of-custody,origin-provenance","tax fraud, forged invoices, untraceable goods in commerce",mandate-owner to recognize,ICP-Brasil PKI; XML digital signature,"Brazil's Receita Federal (federal tax authority) reported >1 billion electronic fiscal documents issued nationwide in just the first ~16 days of January 2026 alone (426.0M NF-e, plus NFC-e, CT-e, NFCom, NFS-e, NF3-e, BP-e) — described by Receita Federal as evidence of 'taxpayer adherence' amid the IBS/CBS tax-reform rollout. [https://www.redalyc.org/journal/2410/241059557012/]",1,"reduced-harm (qualified). A peer-reviewed study (Revista de Administração Pública, via Redalyc) on the state of Goiás found average tax collection was statistically higher after NF-e implementation, driven by improved inspection and reduced tax default/evasion — but the authors explicitly could not quantify the size of the revenue effect. [https://www.redalyc.org/journal/2410/241059557012/]",1,No published compliance-cost figure identified,0,http://sped.rfb.gov.br/pagina/show/1328,"Official Receita Federal SPED portal confirms NF-e is Brazil's jointly-run (Receita Federal + State Finance Depts) digitally-signed electronic invoice under SPED, formalized by ENAT Protocol 03/2005."
551,Together for Sustainability,TfS,"Together for Sustainability (TfS Initiative), member-led chemical-industry association",Together for Sustainability,private,2011,2011,,in force,sectoral,private-industry-scheme,de-facto-required-for-market-access,market-driven,conformity-assessment-certification,mutual-recognition,Product integrity,Other / social & labor harm,high,"Minerals, metals & responsible sourcing",high,chemical industry procurement,Responsible Sourcing,"sustainability-carbon,compliance-conformity","environmental, health-safety and labor harms in chemical supply chains",sectoral scheme/standard,EcoVadis assessment; ISO 14001; Responsible Care; UN Global Compact,"58 member companies as of 2025 (up 6 during the year), founded 2011, combined member annual turnover >€800 billion (April 2024), per TfS's own 2025 Activity Report. [https://www.tfs-initiative.com/news/tfs-launches-its-2025-activity-report-sustainable-procurement-as-a-strategic-imperative-for-resilience-and-growth]",1,"mixed. TfS's 2025 Activity Report: 16,099 supplier assessments conducted in 2025 (24,091 cumulative shared) and 605 audits (1,390 cumulative); 76% of suppliers scoring below 54 showed improvement after engagement, and 9,100 suppliers documented improvement overall — but only 12% of audits with major/critical findings were fully closed (37% showed 'progress'). [https://www.tfs-initiative.com/news/tfs-launches-its-2025-activity-report-sustainable-procurement-as-a-strategic-imperative-for-resilience-and-growth]",1,No published compliance-cost figure identified,0,https://www.tfs-initiative.com/,TfS own site plus founding member BASF confirm TfS was founded in 2011 by six chemical companies as a voluntary member-led scheme of shared supplier sustainability assessments (EcoVadis) and audits.
552,Food Safety and Security Act - food traceability & recall requirements,FSSA (SFA),Singapore Food Agency (SFA),Singapore Food Agency,public,2025,2025 (FSSA enacted; traceability records required by 2028),,phased-in,national,binding-regulation,mandatory,mandate-driven,mandating-regulation,standalone-silo,Product integrity,Unsafe or non-compliant products,high,"Food, agriculture & beverages",high,food,"Food, Agriculture & Seafood","safety,chain-of-custody",unsafe food; slow or incomplete recalls,mandate-owner to recognize,Codex Alimentarius; system-agnostic (any traceability system permitted),"Passed by Singapore's Parliament 8 January 2025 (per Singapore Statutes Online, Act published in the eGazette Legislative Supplement); rolling out in phases 2025–2028; first tranche (novel/GM foods, non-packaged drinking water) came into force 28 November 2025, per Rajah & Tann. [https://www.rajahtannasia.com/viewpoints/bill-introduced-in-parliament-to-enhance-singapores-food-safety-and-security-regime/]",1,No published evaluation identified (checked),0,No published compliance-cost figure identified,0,https://www.mse.gov.sg/latest-news/written-reply-to-parliamentary-question-on-product-recall---traceability-/,Singapore MSE parliamentary reply confirms the Food Safety and Security Act requires importers and key-node licensed food businesses to keep traceability records (by 2028) and comply with SFA recall directions; specific system not mandated.
553,CICOT Halal Certification (Central Islamic Council of Thailand),CICOT,Central Islamic Council of Thailand (CICOT),Central Islamic Council of Thailand,hybrid,2001,2001 (national halal certification regulations; legal basis 1997),,in force,national,NGO-multistakeholder-scheme,de-facto-required-for-market-access,market-driven,conformity-assessment-certification,mutual-recognition,Product integrity,Counterfeiting & falsification,high,"Food, agriculture & beverages",high,food (halal),"Food, Agriculture & Seafood","authenticity-anti-counterfeit,compliance-conformity,composition",non-halal or mislabeled products sold as halal; consumer/religious deception,sectoral scheme/standard,Codex halal guidelines; HACCP; OIC/SMIIC halal standards,"CICOT's own published list (dated 21 May 2024) recognizes 146 foreign halal certification bodies across 52 countries; CICOT's administrative network spans roughly 3,900 mosques nationwide (180 in Bangkok) organized under 36 provincial Islamic councils. [https://www.halal.or.th/storages/documents/download/110.pdf]",1,No published evaluation identified (checked),0,No published compliance-cost figure identified,0,https://www.cicot.or.th/en/about,"CICOT official site confirms it is Thailand's statutory national halal certification body (established under the Administration of Islamic Organization Act B.E. 2540/1997), setting the national halal certification/accreditation standard from 2001 with halal-HACCP quality control; explicit product-traceability system not evidenced beyond quality-control regulations."
